age_ka,cmcd,MgCa,BWT,d18O_sw,RSL,RSL_smooth
1717.500,70.400,1.290,0.900,-0.030,12.600,2.500
1726.500,70.500,1.320,1.100,-0.130,23.500,-2.900
1735.300,70.700,1.670,3.400,0.550,-44.800,-17.300
1744.100,70.800,1.410,1.600,0.410,-30.600,-23.600
1754.400,71.100,1.310,1.000,0.050,4.600,-10.200
1757.100,71.300,1.440,1.900,0.140,-4.500,-13.200
1759.400,71.400,1.560,2.700,0.500,-39.700,-11.700
1779.400,73.200,1.390,1.500,0.010,8.900,-18.800
1781.700,73.400,1.540,2.500,0.360,-25.700,-23.300
1783.600,73.500,1.620,3.100,0.630,-53.200,-29.500
1785.600,73.700,1.290,0.900,0.200,-9.700,-29.400
1787.600,73.800,1.350,1.300,0.350,-25.400,-27.500
1790.500,74.000,1.480,2.100,0.580,-47.500,-28.600
1794.100,74.100,1.260,0.700,0.230,-12.800,-18.300
1798.300,74.300,1.190,0.200,0.050,5.300,-30.900
1802.800,74.400,1.860,4.700,0.950,-85.300,-36.400
1807.400,74.600,1.660,3.300,0.390,-29.100,-37.500
1811.700,74.700,1.550,2.600,0.080,1.900,-22.300
1817.400,74.900,1.670,3.400,0.500,-39.800,-10.100
1833.300,75.200,1.420,1.800,0.020,7.600,-17.700
1841.600,75.300,1.600,2.900,0.310,-20.800,-6.500
1848.400,75.500,1.530,2.400,0.160,-6.400,-7.600
1854.700,75.600,1.420,1.700,0.060,4.300,-15.300
1860.800,75.800,1.420,1.800,0.540,-43.900,-19.600
1866.900,75.900,1.270,0.800,0.290,-19.300,-39.000
1872.600,76.100,1.660,3.300,0.640,-53.800,-48.800
1879.200,76.200,1.860,4.700,0.830,-73.200,-55.100
1885.000,76.400,1.650,3.200,0.480,-38.200,-46.800
1890.200,76.500,1.640,3.200,0.390,-29.100,-28.100
1896.500,76.700,1.580,2.800,0.270,-17.100,-35.200
1901.200,76.800,1.710,3.700,0.690,-59.300,-40.600
1906.100,77.000,1.630,3.100,0.550,-45.300,-56.900
1910.600,77.100,1.850,4.600,0.760,-66.000,-43.700
1914.700,77.300,1.590,2.900,0.300,-19.900,-57.700
1928.300,77.900,1.960,5.300,0.970,-87.100,-72.300
1931.000,78.000,2.110,6.400,1.200,-110.000,-97.000
1936.100,78.300,2.050,5.900,1.040,-93.900,-99.500
1940.500,78.600,1.960,5.300,1.050,-94.600,-82.400
1944.900,78.900,1.560,2.600,0.690,-58.700,-76.200
1947.100,79.100,1.590,2.800,0.850,-75.300,-51.400
1949.300,79.200,1.280,0.800,0.300,-20.300,-42.000
1951.500,79.400,1.340,1.200,0.400,-30.500,-31.400
1953.900,79.500,1.390,1.600,0.530,-43.400,-56.400
1956.500,79.700,1.780,4.100,1.050,-95.400,-58.700
1959.300,79.800,1.450,1.900,0.470,-37.400,-47.900
1962.300,80.000,1.350,1.300,0.210,-11.000,-27.600
1965.300,80.100,1.560,2.700,0.450,-34.600,-21.200
1968.300,80.300,1.490,2.200,0.280,-18.000,-25.600
1971.400,80.400,1.590,2.900,0.340,-24.200,-27.800
1975.000,80.600,1.760,4.000,0.510,-41.100,-22.900
1978.700,80.700,1.580,2.800,0.130,-3.500,-21.000
1986.300,81.000,1.700,3.600,0.280,-18.300,-5.000
1989.600,81.200,1.280,0.800,0.030,6.700,-24.200
1992.500,81.300,1.510,2.300,0.710,-61.100,-27.500
1995.200,81.500,1.360,1.300,0.380,-28.100,-26.200
2000.100,81.800,1.220,0.400,-0.010,10.700,-10.900
2009.700,82.600,1.620,3.000,0.250,-15.500,-19.600
2012.600,82.900,1.640,3.200,0.640,-54.000,-37.800
2014.100,83.100,1.460,2.000,0.540,-44.000,-50.400
2016.800,83.400,1.570,2.700,0.630,-53.200,-40.200
2018.300,83.500,1.460,2.000,0.330,-23.400,-25.800
2019.700,83.700,1.420,1.700,0.110,-0.900,-0.500
2021.100,83.800,1.300,0.900,-0.130,22.700,-6.500
2022.600,84.000,1.660,3.300,0.510,-41.300,-12.100
2024.500,84.100,1.620,3.000,0.280,-17.700,-22.300
2026.600,84.300,1.640,3.200,0.180,-8.100,-20.200
2028.400,84.400,1.800,4.200,0.450,-34.900,-15.400
2035.200,84.900,1.560,2.600,0.130,-3.200,-28.900
2037.500,85.000,1.760,4.000,0.580,-48.500,-44.900
2040.000,85.200,1.870,4.700,0.930,-83.100,-56.600
2045.200,85.500,1.550,2.600,0.480,-38.100,-59.500
2047.800,85.600,1.710,3.700,0.670,-57.300,-45.700
2050.400,85.800,1.700,3.600,0.520,-41.800,-55.900
2066.200,86.700,1.660,3.300,0.790,-68.700,-49.500
2069.200,86.800,1.320,1.100,0.480,-38.000,-50.100
2072.200,87.000,1.330,1.100,0.540,-43.600,-31.900
2075.100,87.100,1.210,0.300,0.240,-14.100,-25.000
2078.300,87.300,1.270,0.800,0.270,-17.400,-11.500
2081.200,87.400,1.260,0.700,0.130,-3.100,-23.100
2084.200,87.600,1.620,3.000,0.590,-48.600,-27.100
2087.200,87.700,1.540,2.500,0.390,-29.500,-30.300
2089.700,87.900,1.520,2.400,0.230,-12.900,-21.800
2095.900,88.200,1.540,2.500,0.330,-22.900,-19.500
2102.000,88.500,1.550,2.600,0.330,-22.700,-8.600
2105.000,88.600,1.430,1.800,-0.100,19.800,-6.000
2108.100,88.800,1.670,3.400,0.250,-15.000,10.100
2111.200,88.900,1.400,1.600,-0.150,25.400,-1.900
2114.200,89.100,1.640,3.200,0.260,-16.100,0.400
2117.400,89.200,1.450,1.900,0.180,-8.100,-16.700
2120.600,89.400,1.570,2.700,0.360,-26.000,-3.300
2136.200,90.000,1.480,2.100,-0.140,24.400,-11.600
2144.100,90.300,1.620,3.100,0.430,-33.100,-11.400
2148.100,90.400,1.370,1.400,0.350,-25.400,-33.300
2151.800,90.600,1.290,0.900,0.510,-41.400,-34.100
2161.200,91.000,1.350,1.300,0.460,-35.600,-24.200
2164.500,91.200,1.390,1.500,0.060,4.300,-15.100
2209.800,92.900,1.520,2.400,0.240,-13.900,-6.100
2213.400,93.000,1.500,2.300,0.190,-8.500,-3.700
2220.200,93.300,1.410,1.700,-0.010,11.500,-0.600
2223.300,93.500,1.580,2.800,0.150,-4.700,-3.100
2225.700,93.600,1.610,3.000,0.260,-16.000,-7.900
2228.200,93.800,1.560,2.700,0.130,-3.100,-11.100
2230.900,93.900,1.730,3.800,0.240,-14.200,-16.600
2233.300,94.100,1.810,4.300,0.430,-32.600,-16.900
2236.500,94.200,1.460,2.000,0.140,-3.700,-11.800
2241.700,94.500,1.290,0.900,0.090,1.000,-11.100
2253.400,95.100,1.760,4.000,0.400,-30.400,-5.900
2261.500,95.600,1.610,3.000,-0.020,11.800,0.100
2265.000,95.700,1.540,2.500,-0.090,19.000,0.900
2272.100,96.000,1.610,3.000,0.380,-28.200,-17.000
2279.100,96.300,1.510,2.300,0.520,-41.900,-27.500
2282.600,96.500,1.340,1.200,0.220,-12.300,-17.200
2286.100,96.600,1.310,1.000,0.070,2.600,5.400
2289.700,96.800,1.270,0.700,-0.160,26.000,4.600
2293.000,96.900,1.610,3.000,0.250,-14.800,2.300
2296.400,97.100,1.610,3.000,0.140,-4.100,-9.900
2299.700,97.200,1.700,3.600,0.210,-10.700,-6.200
2303.100,97.400,1.620,3.000,0.140,-3.700,-12.200
2306.500,97.500,1.650,3.200,0.320,-22.100,-19.600
2309.900,97.700,1.640,3.200,0.430,-32.900,-17.900
2316.600,98.000,1.390,1.500,0.090,1.300,-18.100
2320.000,98.100,1.480,2.200,0.330,-22.600,-19.000
2323.400,98.300,1.660,3.300,0.460,-35.800,-12.000
2326.800,98.400,1.360,1.400,-0.120,22.500,6.300
2333.800,98.700,1.320,1.100,-0.220,32.300,11.900
2340.500,99.000,1.730,3.800,0.290,-19.100,8.500
2343.400,99.200,1.590,2.900,-0.020,12.400,0.400
2346.100,99.300,1.600,3.000,0.020,8.000,-3.600
2349.500,99.500,1.690,3.500,0.410,-31.200,-12.000
2355.100,99.800,1.420,1.700,0.230,-12.800,-20.800
2358.400,99.900,1.420,1.700,0.280,-18.400,-9.800
2361.400,100.100,1.320,1.100,0.080,1.900,0.300
2364.400,100.200,1.250,0.600,-0.080,17.600,5.200
2367.200,100.400,1.450,2.000,0.140,-3.800,4.600
2370.400,100.500,1.590,2.800,0.100,0.100,-1.900
2373.500,100.700,1.660,3.300,0.120,-1.900,-1.000
2377.300,100.900,1.600,2.900,0.110,-1.100,-1.800
2380.300,101.000,1.570,2.700,0.120,-2.300,-3.500
2383.500,101.100,1.600,2.900,0.170,-7.000,-12.200
2386.800,101.300,1.630,3.100,0.370,-27.200,-13.600
2389.700,101.400,1.420,1.700,0.160,-6.500,-20.700
2392.600,101.600,1.520,2.400,0.390,-28.500,-19.500
2394.900,101.700,1.570,2.700,0.330,-23.500,-11.100
2423.500,103.300,1.470,2.100,-0.090,18.700,-18.100
2426.600,103.400,1.700,3.600,0.600,-49.600,-10.000
2429.200,103.600,1.240,0.500,0.090,1.000,-31.600
2431.800,103.700,1.330,1.200,0.560,-46.200,-42.600
2434.400,103.900,1.530,2.500,0.930,-82.800,-60.200
2437.300,104.000,1.390,1.600,0.620,-51.500,-48.600
2440.200,104.200,1.190,0.200,0.210,-11.500,-23.500
2443.100,104.300,1.250,0.600,0.170,-7.500,-11.700
2445.900,104.500,1.400,1.600,0.260,-16.100,1.400
2448.700,104.600,1.190,0.200,-0.180,27.700,6.800
2451.500,104.800,1.310,1.000,0.010,8.900,-1.200
2454.700,104.900,1.730,3.800,0.500,-40.200,-5.000
2466.000,105.400,1.540,2.500,-0.060,16.200,-10.100
2469.900,105.500,1.620,3.000,0.160,-6.400,-14.800
2473.800,105.700,1.850,4.600,0.640,-54.200,-20.700
2477.400,105.800,1.350,1.300,0.110,-1.400,-30.300
2480.500,106.000,1.360,1.300,0.450,-35.200,-53.400
2483.400,106.100,1.850,4.600,1.340,-123.600,-61.900
2486.300,106.300,1.280,0.800,0.370,-26.800,-66.900
2489.100,106.400,1.460,2.000,0.600,-50.400,-31.700
2492.000,106.600,1.460,2.000,0.280,-18.000,-46.000
2508.300,107.300,1.920,5.000,0.800,-69.600,-36.500
2512.500,107.500,1.290,0.900,0.320,-21.800,-49.500
2516.500,107.600,1.350,1.300,0.670,-57.100,-42.300
2520.100,107.800,1.260,0.700,0.580,-48.100,-53.200
2523.100,107.900,1.340,1.200,0.640,-54.500,-50.300
2526.100,108.100,1.360,1.400,0.580,-48.300,-47.600
2529.900,108.300,1.360,1.400,0.500,-40.100,-36.100
2533.300,108.400,1.350,1.200,0.300,-20.000,-29.400
2537.800,108.500,1.570,2.700,0.380,-28.200,-28.500
2542.500,108.700,1.760,4.000,0.470,-37.200,-31.200
2547.200,108.800,1.750,3.900,0.380,-28.200,-27.000
2556.600,109.100,1.660,3.400,0.260,-15.700,-2.800
2560.600,109.300,1.340,1.200,-0.250,35.400,1.800
2565.000,109.500,1.610,3.000,0.240,-14.300,-5.600
2567.500,109.600,1.710,3.700,0.480,-37.800,-24.700
2576.200,110.000,1.680,3.500,0.320,-21.900,-10.500
2579.100,110.200,1.430,1.800,-0.180,28.100,-5.100
2582.100,110.300,1.730,3.800,0.320,-21.600,4.100
2585.000,110.500,1.600,3.000,0.040,5.800,-15.600
2587.800,110.600,1.810,4.300,0.410,-31.100,-9.300
2590.900,110.800,1.620,3.000,0.130,-2.500,-26.000
2593.100,110.900,1.770,4.100,0.540,-44.400,-24.900
2595.700,111.100,1.590,2.900,0.380,-27.900,-36.300
2601.800,111.400,1.500,2.200,0.470,-36.700,-26.000
2609.200,111.800,1.430,1.800,0.240,-13.500,-39.500
2612.100,111.900,1.820,4.400,0.780,-68.300,-20.200
2615.700,112.000,1.450,1.900,-0.110,21.300,-9.000
2665.900,113.900,1.430,1.800,-0.100,19.900,22.400
2680.000,114.400,1.410,1.700,-0.160,26.000,9.200
2683.800,114.600,1.480,2.100,0.280,-18.200,-11.900
2689.300,114.900,1.600,2.900,0.540,-43.500,-20.300
2696.000,115.300,1.470,2.100,0.090,0.700,-11.100
2698.300,115.400,1.380,1.400,0.000,9.600,13.900
2701.000,115.500,1.250,0.600,-0.210,31.400,15.100
2704.000,115.700,1.220,0.400,0.060,4.400,0.000
2713.200,116.100,1.380,1.500,0.460,-35.800,-21.200
2715.800,116.200,1.320,1.100,0.420,-32.100,-35.700
2718.600,116.300,1.350,1.300,0.490,-39.000,-40.800
2721.400,116.500,1.510,2.300,0.610,-51.200,-45.800
2724.700,116.600,1.760,4.000,0.570,-47.300,-55.300
2728.000,116.700,1.930,5.100,0.770,-67.300,-66.100
2731.900,116.800,2.040,5.900,0.940,-83.900,-77.700
2736.500,117.000,2.040,5.900,0.920,-82.000,-67.800
2739.100,117.100,1.800,4.300,0.480,-37.600,-49.600
2744.800,117.200,1.810,4.300,0.390,-29.300,-37.600
2751.400,117.400,1.930,5.100,0.560,-46.000,-31.700
2771.200,117.900,1.780,4.100,0.300,-19.800,-38.900
2774.600,118.000,1.660,3.300,0.610,-51.000,-54.500
2777.200,118.200,1.870,4.700,1.030,-92.600,-53.300
2780.000,118.300,1.610,3.000,0.260,-16.100,-28.000
2783.000,118.400,1.480,2.100,-0.150,24.700,12.600
2786.200,118.600,1.510,2.300,-0.190,29.100,32.600
2789.100,118.700,1.460,2.000,-0.340,44.000,25.800
2792.200,118.800,1.580,2.800,0.060,4.300,2.200
2795.500,119.000,1.810,4.300,0.520,-41.700,-30.400
2804.000,119.400,1.740,3.900,0.640,-53.800,-50.900
2806.500,119.600,1.730,3.800,0.670,-57.300,-71.500
2817.900,120.000,2.100,6.300,1.140,-103.600,-54.700
2821.000,120.200,1.690,3.500,0.130,-3.400,-29.700
2846.400,121.000,1.490,2.200,-0.080,17.900,8.000
2859.900,121.500,1.540,2.600,0.010,9.500,16.900
2864.100,121.600,1.560,2.600,-0.130,23.200,23.100
2867.900,121.800,1.490,2.200,-0.270,36.600,6.900
2871.100,121.900,1.960,5.300,0.490,-39.100,-7.600
2874.400,122.100,1.750,4.000,0.300,-20.300,-14.800
2877.600,122.200,1.550,2.600,-0.050,15.200,8.600
2895.200,123.100,1.570,2.700,-0.210,31.100,28.700
2898.500,123.300,1.610,3.000,-0.300,39.800,11.800
2901.900,123.500,2.030,5.800,0.450,-35.400,0.200
2905.900,123.700,1.750,3.900,0.140,-3.900,-25.500
2909.400,123.800,1.850,4.600,0.470,-37.100,-15.000
2919.100,124.200,1.600,2.900,0.140,-3.900,-16.200
2923.500,124.400,1.610,3.000,0.180,-7.600,6.100
2927.300,124.500,1.580,2.800,-0.200,29.800,3.900
2931.900,124.700,1.690,3.500,0.200,-10.400,3.900
2935.400,124.800,1.620,3.100,0.180,-7.600,-12.100
2938.500,125.000,1.820,4.400,0.280,-18.400,2.300
2941.100,125.100,1.590,2.900,-0.230,32.900,-2.900
2943.900,125.200,1.980,5.500,0.330,-23.300,3.500
2946.900,125.400,1.890,4.900,0.090,0.900,-20.800
2949.800,125.500,2.150,6.600,0.500,-40.100,-26.700
2952.500,125.700,2.140,6.500,0.510,-40.800,-33.600
2954.500,125.800,1.970,5.400,0.300,-19.900,-26.800
2957.000,125.900,1.930,5.100,0.300,-19.800,-32.700
2962.700,126.200,2.120,6.400,0.680,-58.400,-43.300
2970.200,126.500,1.900,4.900,0.620,-51.600,-49.200
2973.800,126.600,1.810,4.300,0.480,-37.800,-44.700
2977.300,126.800,1.900,4.900,0.550,-44.800,-26.600
2982.000,127.000,1.650,3.300,0.070,2.700,-23.900
2985.700,127.100,1.940,5.200,0.400,-29.600,-14.000
2988.900,127.300,1.860,4.700,0.250,-15.100,-27.000
2991.900,127.400,1.890,4.800,0.470,-36.500,-18.000
2997.100,127.600,1.690,3.600,0.130,-2.600,-17.300
3000.800,127.800,1.790,4.200,0.230,-12.900,-17.300
3004.400,127.900,1.920,5.000,0.460,-36.300,-22.000
3009.000,128.100,1.750,3.900,0.270,-16.700,-19.600
3014.000,128.300,1.630,3.100,0.160,-5.700,-3.300
3022.500,128.500,1.560,2.600,-0.030,12.500,0.600
3026.500,128.700,1.680,3.500,0.150,-5.000,1.100
3030.400,128.800,1.810,4.300,0.140,-4.300,-22.600
3033.600,129.000,2.170,6.700,0.680,-58.400,-17.500
3038.000,129.100,1.720,3.700,0.000,10.100,-29.100
3042.600,129.300,1.860,4.600,0.490,-39.000,-11.500
3046.200,129.500,1.630,3.200,0.160,-5.500,-16.400
3049.800,129.600,1.690,3.500,0.150,-4.700,-1.100
3053.800,129.800,1.730,3.800,0.030,7.100,-11.700
3056.400,129.900,2.010,5.700,0.470,-37.400,0.400
3060.200,130.100,1.710,3.700,-0.220,31.600,14.700
3063.100,130.200,1.690,3.500,-0.400,49.800,27.800
3066.500,130.400,1.850,4.600,0.080,2.000,11.400
3070.200,130.500,1.910,5.000,0.280,-17.800,-2.400
3074.100,130.700,1.750,3.900,0.020,8.400,-6.900
3079.200,130.800,1.940,5.200,0.210,-11.400,-9.100
3085.900,131.100,1.970,5.400,0.340,-24.100,-19.700
3089.500,131.300,1.930,5.200,0.330,-23.400,-17.400
3094.400,131.500,1.830,4.500,0.150,-4.600,-5.600
3103.900,131.800,1.720,3.700,-0.010,11.200,-14.200
3107.000,131.900,2.080,6.200,0.590,-49.300,-8.500
3145.500,132.900,1.710,3.600,-0.030,12.700,-26.000
3146.700,133.000,2.030,5.800,0.510,-41.400,-20.200
3149.600,133.100,2.090,6.200,0.420,-31.800,-32.400
3154.100,133.400,2.100,6.300,0.340,-24.000,
